#Replicon Name,Replicon Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,COG(s),Protein name
chr,NC_001318.1,818018,818548,+,1195634,apt,BB_0777,NP_212911.1,176,-,adenine phosphoribosyltransferase
chr,NC_001318.1,818605,818916,+,1195635,rplU,BB_0778,NP_212912.1,103,-,50S ribosomal protein L21
chr,NC_001318.1,818922,819242,+,1195636,-,BB_0779,NP_212913.3,106,-,hypothetical protein BB_0779
chr,NC_001318.1,819242,819487,+,1195637,rpmA,BB_0780,NP_212914.1,81,-,50S ribosomal protein L27
chr,NC_001318.1,819542,820528,+,1195638,-,BB_0781,NP_212915.1,328,-,GTPase Obg
chr,NC_001318.1,820607,821188,+,1195639,nadD,BB_0782,NP_212916.2,193,-,nicotinate-nucleotide adenylyltransferase
chr,NC_001318.1,821185,822369,+,1195640,-,BB_0783,NP_212917.1,394,-,hypothetical protein BB_0783
chr,NC_001318.1,822344,822694,+,1195641,-,BB_0784,NP_212918.2,116,-,ribosomal silencing factor RsfS
chr,NC_001318.1,822810,823103,+,1195642,-,BB_0785,NP_212919.1,97,-,septation protein SpoVG
chr,NC_001318.1,823263,823811,+,1195643,-,BB_0786,NP_212920.2,182,-,50S ribosomal protein L25/general stress protein Ctc
chr,NC_001318.1,823816,824382,+,1195645,pth,BB_0787,NP_212921.1,188,-,peptidyl-tRNA hydrolase
chr,NC_001318.1,824382,825704,+,1195646,tilS,BB_0788,NP_212922.1,440,-,tRNA(Ile)-lysidine synthase
chr,NC_001318.1,825701,827620,+,1195647,-,BB_0789,NP_212923.1,639,-,ATP-dependent zinc metalloprotease FtsH
chr,NC_001318.1,827631,829112,+,1195648,-,BB_0790,NP_212924.2,493,-,hypothetical protein BB_0790
chr,NC_001318.1,829218,830321,+,1195649,-,BB_0791,NP_212925.1,367,-,thymidine kinase
chr,NC_001318.1,830318,830941,-,1195650,-,BB_0792,NP_212926.1,207,-,hypothetical protein BB_0792
chr,NC_001318.1,830955,831563,-,1195651,tmk,BB_0793,NP_212927.2,202,-,thymidylate kinase
chr,NC_001318.1,831646,836043,+,1195652,-,BB_0794,YP_008686594.1,1465,-,hypothetical protein BB_0794
chr,NC_001318.1,836061,838526,+,1195653,-,BB_0795,NP_212929.1,821,-,outer membrane protein
chr,NC_001318.1,838547,839080,+,1195654,-,BB_0796,NP_212930.2,177,-,hypothetical protein BB_0796
chr,NC_001318.1,839244,841832,+,1195655,mutS,BB_0797,NP_212931.1,862,-,DNA mismatch repair protein MutS
chr,NC_001318.1,841834,842451,+,1195656,-,BB_0798,NP_212932.1,205,-,competence protein F
chr,NC_001318.1,842501,842989,+,1195657,-,BB_0799,NP_212933.1,162,-,hypothetical protein BB_0799
chr,NC_001318.1,843003,844451,+,1195658,-,BB_0800,NP_212934.1,482,-,transcription termination/antitermination protein NusA
chr,NC_001318.1,844454,847102,+,1195659,-,BB_0801,NP_212935.1,882,-,translation initiation factor IF-2
chr,NC_001318.1,847126,847488,+,1195660,rbfA,BB_0802,NP_212936.2,120,-,ribosome-binding factor A
chr,NC_001318.1,847491,848339,+,1195661,truB,BB_0803,NP_212937.1,282,-,tRNA pseudouridine synthase B
chr,NC_001318.1,848538,848804,+,1195662,rpsO,BB_0804,NP_212938.1,88,-,30S ribosomal protein S15
chr,NC_001318.1,848837,850987,+,1195663,-,BB_0805,NP_212939.2,716,-,polyribonucleotide nucleotidyltransferase
chr,NC_001318.1,850994,852514,+,1195664,-,BB_0806,NP_212940.1,506,-,lipoprotein
chr,NC_001318.1,852489,853778,+,1195665,-,BB_0807,NP_212941.1,429,-,integral membrane protein
chr,NC_001318.1,853775,854842,+,1195666,-,BB_0808,NP_212942.1,355,-,hypothetical protein BB_0808
chr,NC_001318.1,854869,855996,+,1195667,tgt,BB_0809,NP_212943.1,375,-,queuine tRNA-ribosyltransferase
chr,NC_001318.1,855989,857509,+,1195668,mviN,BB_0810,NP_212944.2,506,-,integral membrane protein MviN
chr,NC_001318.1,857506,858915,+,1195669,-,BB_0811,NP_212945.1,469,-,hypothetical protein BB_0811
chr,NC_001318.1,858939,860111,-,1195670,coaBC,BB_0812,NP_212946.1,390,-,bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase
chr,NC_001318.1,860440,861774,+,1195672,panF,BB_0814,NP_212948.1,444,-,sodium/panthothenate symporter
chr,NC_001318.1,862699,863646,+,1195674,-,BB_0816,NP_212950.2,315,-,hypothetical protein BB_0816
chr,NC_001318.1,863636,865042,+,1195675,murC,BB_0817,NP_212951.1,468,-,UDP-N-acetylmuramate--L-alanine ligase
chr,NC_001318.1,865053,865919,+,1195676,-,BB_0818,NP_212952.1,288,-,hypothetical protein BB_0818
chr,NC_001318.1,865916,866458,+,1195677,-,BB_0819,NP_212953.1,180,-,cytidylate kinase
chr,NC_001318.1,866494,866694,+,1195678,rpoZ,BB_0820,NP_212954.1,66,-,DNA-directed RNA polymerase subunit omega
chr,NC_001318.1,866681,867601,+,1195679,miaA,BB_0821,NP_212955.1,306,-,tRNA dimethylallyltransferase
chr,NC_001318.1,867743,868114,-,1195681,-,BB_0823,NP_212957.1,123,-,lipoprotein
chr,NC_001318.1,868195,868740,+,1195682,-,BB_0824,NP_212958.2,181,-,hypothetical protein BB_0824
chr,NC_001318.1,868733,869380,-,1195683,-,BB_0825,NP_212959.2,215,-,hypothetical protein BB_0825
chr,NC_001318.1,869508,870023,-,1195684,-,BB_0826,NP_212960.1,171,-,hypothetical protein BB_0826
chr,NC_001318.1,870112,872583,-,1195685,-,BB_0827,NP_212961.1,823,-,ATP-dependent helicase
chr,NC_001318.1,872586,875132,-,1195686,topA,BB_0828,NP_212962.1,848,-,DNA topoisomerase I
chr,NC_001318.1,875207,876448,+,1195687,-,BB_0829,NP_212963.1,413,-,exonuclease SbcD
chr,NC_001318.1,876492,879281,+,1195688,-,BB_0830,NP_212964.2,929,-,exonuclease SbcC
chr,NC_001318.1,879315,880250,+,1195689,-,BB_0831,NP_212965.2,311,-,xylose operon regulatory protein
chr,NC_001318.1,880267,881091,-,1195690,-,BB_0832,NP_212966.1,274,-,lipoprotein
chr,NC_001318.1,881085,884213,-,1195691,ileS,BB_0833,NP_212967.1,1042,-,isoleucine--tRNA ligase
chr,NC_001318.1,884228,886447,-,1195692,-,BB_0834,NP_212968.1,739,-,ATP-dependent Clp protease subunit C
chr,NC_001318.1,886470,888179,-,1195693,-,BB_0835,NP_212969.2,569,-,phosphomannomutase
chr,NC_001318.1,888312,890318,+,1195694,uvrB,BB_0836,YP_008686595.1,668,-,excinuclease ABC subunit B
chr,NC_001318.1,890322,893174,+,1195695,uvrA,BB_0837,NP_212971.1,950,-,excinuclease ABC subunit A
chr,NC_001318.1,893129,896569,+,1195696,-,BB_0838,NP_212972.1,1146,-,hypothetical protein BB_0838
chr,NC_001318.1,896579,897127,-,11493335,-,BB_0838a,YP_004956715.1,182,-,hypothetical protein BB_0838a
chr,NC_001318.1,897096,897695,-,1195697,-,BB_0839,NP_212973.2,199,-,hypothetical protein BB_0839
chr,NC_001318.1,897704,899320,-,1195698,-,BB_0840,NP_212974.1,538,-,lipoprotein
chr,NC_001318.1,899499,900731,+,1195699,arcA,BB_0841,NP_212975.1,410,-,arginine deiminase
chr,NC_001318.1,900799,901782,+,1195700,argF,BB_0842,NP_212976.2,327,-,ornithine carbamoyltransferase
chr,NC_001318.1,901834,903258,+,1195701,-,BB_0843,NP_212977.2,474,-,arginine-ornithine antiporter
chr,NC_001318.1,903929,904900,-,1195702,-,BB_0844,NP_212978.1,323,-,lipoprotein
chr,NC_001318.1,908407,909591,+,1195709,-,BB_0852,NP_212985.1,394,-,hypothetical protein BB_0852
cp9,NC_001904.1,163,1272,+,1194436,-,BBC01,NP_047016.1,369,-,hypothetical protein BBC01 (plasmid)
cp9,NC_001904.1,1282,1839,+,1194428,-,BBC02,NP_047017.1,185,-,hypothetical protein BBC02 (plasmid)
cp9,NC_001904.1,1892,2452,+,1194429,-,BBC03,NP_047018.1,186,-,hypothetical protein BBC03 (plasmid)
cp9,NC_001904.1,2590,2700,-,1194437,-,BBC04,NP_047019.1,36,-,hypothetical protein BBC04 (plasmid)
cp9,NC_001904.1,2804,3712,+,1194430,-,BBC05,NP_047020.1,302,-,hypothetical protein BBC05 (plasmid)
cp9,NC_001904.1,3853,4377,-,1194431,-,BBC06,NP_047021.1,174,-,exported protein A (plasmid)
cp9,NC_001904.1,4504,4788,-,1194438,-,BBC07,NP_047022.1,94,-,hypothetical protein BBC07 (plasmid)
cp9,NC_001904.1,5534,5980,+,1194432,-,BBC08,NP_047023.1,148,-,hypothetical protein BBC08 (plasmid)
cp9,NC_001904.1,6281,6808,-,1194433,-,BBC10,NP_047024.1,175,-,rev protein (plasmid)
cp9,NC_001904.1,6974,7771,+,1194434,-,BBC11,NP_047025.1,265,-,hypothetical protein BBC11 (plasmid)
cp9,NC_001904.1,7911,9203,-,1194435,-,BBC12,NP_047026.1,430,-,hypothetical protein BBC12 (plasmid)
lp5,NC_000957.1,264,638,+,1194835,-,BB_T01,NP_051538.2,124,-,hypothetical protein BB_T01 (plasmid)
lp5,NC_000957.1,744,1097,+,1194831,-,BB_T02,NP_051539.1,117,-,hypothetical protein BB_T02 (plasmid)
lp5,NC_000957.1,1208,1576,+,1194836,-,BB_T03,NP_051540.1,122,-,hypothetical protein BB_T03 (plasmid)
lp5,NC_000957.1,2148,3254,+,1194832,-,BB_T04,NP_051541.1,368,-,hypothetical protein BB_T04 (plasmid)
lp5,NC_000957.1,3340,4332,+,1194833,-,BB_T06,NP_051542.1,330,-,Sua5/YciO/YrdC/YwlC family protein (plasmid)
lp5,NC_000957.1,4388,4819,+,1194834,-,BB_T07,NP_051543.1,143,-,outer membrane protein (plasmid)
cp26,NC_001903.1,46,324,+,1194411,-,BB_B01,NP_046987.2,92,-,acylphosphatase (plasmid)
cp26,NC_001903.1,308,751,-,1194420,-,BB_B02,NP_046988.1,147,-,hypothetical protein BB_B02 (plasmid)
cp26,NC_001903.1,837,2186,-,1194419,-,BB_B03,NP_046989.1,449,-,telomere resolvase ResT (plasmid)
cp26,NC_001903.1,2476,3798,-,1194410,-,BB_B04,NP_046990.2,440,-,chitibiose transporter protein ChbC (plasmid)
cp26,NC_001903.1,4084,4431,+,1194409,-,BB_B05,NP_046991.1,115,-,chitibiose transporter protein ChbA (plasmid)
cp26,NC_001903.1,4482,4757,+,1194408,-,BB_B06,NP_046992.2,91,-,chitibiose transporter protein ChbB (plasmid)
cp26,NC_001903.1,4769,5866,+,1194407,-,BB_B07,NP_046993.1,365,-,alpha3-beta1 integrin-binding protein (plasmid)
cp26,NC_001903.1,6677,7714,+,1194417,-,BB_B09,NP_046995.1,345,-,lipoprotein (plasmid)
cp26,NC_001903.1,7836,8765,+,1194406,-,BB_B10,NP_046996.1,309,-,hypothetical protein BB_B10 (plasmid)
cp26,NC_001903.1,9275,10036,+,1194404,-,BB_B12,NP_046998.1,253,-,PF-32 protein (plasmid)
cp26,NC_001903.1,10104,10652,+,1194403,-,BB_B13,NP_046999.1,182,-,plasmid partition protein (plasmid)
cp26,NC_001903.1,10920,11417,-,1194402,-,BB_B14,NP_047000.1,165,-,hypothetical protein BB_B14 (plasmid)
cp26,NC_001903.1,12014,13606,+,1194401,-,BB_B16,NP_047002.1,530,-,oligopeptide ABC transporter OppAIV (plasmid)
cp26,NC_001903.1,13893,15107,-,1194400,-,BB_B17,NP_047003.1,404,-,inosine 5-monophosphate dehydrogenase (plasmid)
cp26,NC_001903.1,15132,16667,-,1194399,guaA,BB_B18,NP_047004.2,511,-,GMP synthase (plasmid)
cp26,NC_001903.1,16903,17535,+,1194415,-,BB_B19,NP_047005.1,210,-,outer surface protein C (plasmid)
cp26,NC_001903.1,17966,19321,-,1194414,-,BB_B22,NP_047008.1,451,-,guanine/xanthine permease (plasmid)
cp26,NC_001903.1,19431,20786,-,1194413,-,BB_B23,NP_047009.2,451,-,guanine/xanthine permease (plasmid)
cp26,NC_001903.1,20858,21364,-,1194425,-,BB_B24,NP_047010.1,168,-,hypothetical protein BB_B24 (plasmid)
cp26,NC_001903.1,21339,21833,-,1194424,-,BB_B25,NP_047011.2,164,-,hypothetical protein BB_B25 (plasmid)
cp26,NC_001903.1,21898,22593,+,1194423,-,BB_B26,NP_047012.1,231,-,hypothetical protein BB_B26 (plasmid)
cp26,NC_001903.1,22603,23154,-,1194422,-,BB_B27,NP_047013.1,183,-,lipoprotein (plasmid)
cp26,NC_001903.1,23255,24499,+,1194421,-,BB_B28,NP_047014.1,414,-,hypothetical protein BB_B28 (plasmid)
cp26,NC_001903.1,24825,26453,+,1194412,-,BB_B29,NP_047015.1,542,-,PTS system transporter subunit IIBC (plasmid)
lp17,NC_001849.2,212,406,+,11473633,-,BB_D001,YP_004940415.1,64,-,lipoprotein (plasmid)
lp17,NC_001849.2,330,803,+,1194013,-,BB_D01,NP_045385.1,157,-,hypothetical protein BB_D01 (plasmid)
lp17,NC_001849.2,1410,1766,+,1194012,-,BB_D04,NP_045388.1,118,-,hypothetical protein BB_D04 (plasmid)
lp17,NC_001849.2,3652,3819,+,11473636,-,BB_D0027,YP_004940416.1,55,-,hypothetical protein BB_D0027 (plasmid)
lp17,NC_001849.2,5056,5739,+,1194023,-,BB_D09,NP_045393.1,227,-,hypothetical protein BB_D09 (plasmid)
lp17,NC_001849.2,5874,6452,-,1194022,-,BB_D10,NP_045394.1,192,-,lipoprotein (plasmid)
lp17,NC_001849.2,7785,8111,+,1194020,-,BB_D13,NP_045397.1,108,-,hypothetical protein BB_D13 (plasmid)
lp17,NC_001849.2,8267,9379,+,1194019,-,BB_D14,NP_045398.1,370,-,hypothetical protein BB_D14 (plasmid)
lp17,NC_001849.2,9591,9980,-,1194018,-,BB_D15,NP_045399.2,129,-,membrane protein (plasmid)
lp17,NC_001849.2,10984,11646,-,1194015,-,BB_D18,NP_045402.1,220,-,hypothetical protein BB_D18 (plasmid)
lp17,NC_001849.2,13339,14079,+,1194014,-,BB_D21,NP_045404.1,246,-,hypothetical protein BB_D21 (plasmid)
lp17,NC_001849.2,14070,14339,+,1194017,-,BB_D22,NP_045405.1,89,-,hypothetical protein BB_D22 (plasmid)
lp17,NC_001849.2,15718,15879,-,11473632,-,BB_D0031,YP_004940417.1,53,-,hypothetical protein BB_D0031 (plasmid)
lp17,NC_001849.2,15889,16119,-,1194026,-,BB_D24,NP_045406.1,76,-,hypothetical protein BB_D24 (plasmid)
lp21,NC_000955.2,253,618,+,1194744,-,BB_U01,NP_051455.2,121,-,hypothetical protein BB_U01 (plasmid)
lp21,NC_000955.2,746,1114,+,1194745,-,BB_U02,NP_051456.1,122,-,hypothetical protein BB_U02 (plasmid)
lp21,NC_000955.2,1486,2628,+,1194737,-,BB_U04,NP_051458.1,380,-,protein BBC01 (plasmid)
lp21,NC_000955.2,2868,3656,+,1194738,-,BB_U05,NP_051459.1,262,-,PF-32 protein (plasmid)
lp21,NC_000955.2,14648,15235,+,1194739,-,BB_U06,NP_051460.2,195,-,plasmid partition protein (plasmid)
lp21,NC_000955.2,15349,15813,+,1194740,-,BB_U07,NP_051461.1,154,-,protein BBC01 (plasmid)
lp21,NC_000955.2,15791,16084,+,1194747,-,BB_U08,NP_051462.1,97,-,SUA5 subfamily protein (plasmid)
lp21,NC_000955.2,16228,16548,-,1194741,-,BB_U09,NP_051463.1,106,-,TM2 family protein (plasmid)
lp21,NC_000955.2,16603,16800,+,1194748,-,BB_U10,NP_051464.1,65,-,protein BBC01 (plasmid)
lp21,NC_000955.2,16886,17878,+,1194742,-,BB_U11,NP_051465.1,330,-,Sua5/YciO/YrdC/YwlC family protein (plasmid)
lp25,NC_001850.1,6898,7761,+,1194043,-,BB_E09,NP_045416.1,287,-,protein p23 (plasmid)
lp25,NC_001850.1,9567,10187,-,1194066,-,BB_E16,NP_045423.1,206,-,hypothetical protein (plasmid)
lp25,NC_001850.1,10200,10694,-,1194067,-,BB_E17,NP_045424.2,164,-,hypothetical protein (plasmid)
lp25,NC_001850.1,11498,12079,-,1194044,-,BB_E18,NP_045425.1,193,-,hypothetical protein (plasmid)
lp25,NC_001850.1,12096,12854,-,1194045,-,BB_E19,NP_045426.1,252,-,hypothetical protein (plasmid)
lp25,NC_001850.1,12830,13393,-,1194036,-,BB_E20,NP_045427.1,187,-,hypothetical protein (plasmid)
lp25,NC_001850.1,13403,14530,-,1194037,-,BB_E21,NP_045428.1,375,-,hypothetical protein (plasmid)
lp25,NC_001850.1,15042,15545,-,1194038,-,BB_E22,NP_045429.2,167,-,pyrazinamidase/nicotinamidase PncA (plasmid)
lp25,NC_001850.1,21946,22677,-,1194040,-,BB_E31,NP_045436.1,243,-,"antigen, P35, putative (plasmid)"
lp36,NC_001855.1,188,1081,+,1194235,-,BB_K01,NP_045575.1,297,-,lipoprotein (plasmid)
lp36,NC_001855.1,5288,6040,-,1194241,-,BB_K07,NP_045581.1,250,-,lipoprotein (plasmid)
lp36,NC_001855.1,6366,6650,+,1194243,-,BB_K09,NP_045583.1,94,-,hypothetical protein BB_K09 (plasmid)
lp36,NC_001855.1,8164,8859,-,1194217,-,BB_K13,NP_045587.2,231,-,hypothetical protein BB_K13 (plasmid)
lp36,NC_001855.1,9373,9999,+,1194218,-,BB_K15,NP_045589.1,208,-,antigen P35 (plasmid)
lp36,NC_001855.1,10301,11947,+,1194225,-,BB_K17,NP_045591.1,548,-,adenine deaminase (plasmid)
lp36,NC_001855.1,12602,13237,+,1194260,-,BB_K19,NP_045593.1,211,-,lipoprotein (plasmid)
lp36,NC_001855.1,13577,14326,-,1194227,-,BB_K21,NP_045595.1,249,-,PF-32 protein (plasmid)
lp36,NC_001855.1,14302,14841,-,1194228,-,BB_K22,NP_045596.1,179,-,hypothetical protein BB_K22 (plasmid)
lp36,NC_001855.1,14834,15760,-,1194262,-,BB_K23,NP_045597.1,308,-,hypothetical protein BB_K23 (plasmid)
lp36,NC_001855.1,16275,16886,+,1194229,-,BB_K24,NP_045598.1,203,-,PF-49 protein (plasmid)
lp36,NC_001855.1,17380,17583,+,11473572,-,BB_K54,YP_004940636.1,67,-,hypothetical protein BB_K54 (plasmid)
lp36,NC_001855.1,20389,21453,+,1194219,-,BB_K32,NP_045605.1,354,-,fibronectin-binding protein (plasmid)
lp36,NC_001855.1,21720,21893,+,1194248,-,BB_K33,NP_045606.1,57,-,hypothetical protein BB_K33 (plasmid)
lp36,NC_001855.1,21912,22133,+,1194254,-,BB_K34,NP_045607.1,73,-,hypothetical protein BB_K34 (plasmid)
lp36,NC_001855.1,22294,22467,+,1194255,-,BB_K35,NP_045608.1,57,-,hypothetical protein BB_K35 (plasmid)
lp36,NC_001855.1,24067,24243,+,11473571,-,BB_K0058,YP_004940637.1,58,-,hypothetical protein BB_K0058 (plasmid)
lp36,NC_001855.1,25103,25657,+,1194231,-,BB_K40,NP_045612.1,184,-,hypothetical protein BB_K40 (plasmid)
lp36,NC_001855.1,25813,26358,-,1194266,-,BB_K41,NP_045613.2,181,-,hypothetical protein BB_K41 (plasmid)
lp36,NC_001855.1,26585,26803,-,1194267,-,BB_K42,NP_045614.1,72,-,hypothetical protein BB_K42 (plasmid)
lp36,NC_001855.1,27383,28288,-,1194232,-,BB_K45,NP_045617.2,301,-,immunogenic protein P37 (plasmid)
lp36,NC_001855.1,29477,30463,-,1194270,-,BB_K47,NP_045618.1,328,-,hypothetical protein BB_K47 (plasmid)
lp36,NC_001855.1,30719,31585,-,1194233,-,BB_K48,NP_045619.1,288,-,immunogenic protein P37 (plasmid)
lp36,NC_001855.1,31827,32822,-,1194257,-,BB_K49,NP_045620.1,331,-,hypothetical protein BB_K49 (plasmid)
lp36,NC_001855.1,33081,34079,-,1194221,-,BB_K50,NP_045621.1,332,-,immunogenic protein P37 (plasmid)
lp36,NC_001855.1,34403,34588,-,11473575,-,BB_K0059,YP_004940638.1,61,-,hypothetical protein BB_K0059 (plasmid)
lp36,NC_001855.1,34595,35443,-,1194222,-,BB_K52,NP_045623.1,282,-,lipoprotein (plasmid)
lp36,NC_001855.1,35868,36422,+,1194223,-,BB_K53,NP_045624.1,184,-,outer membrane protein (plasmid)
lp38,NC_001856.1,4576,5496,+,1194287,-,BB_J08,NP_045632.1,306,-,surface protein (plasmid)
lp38,NC_001856.1,6089,6862,+,1194272,-,BB_J09,NP_045633.1,257,-,outer surface protein D (plasmid)
lp38,NC_001856.1,7780,7965,-,1194289,-,BB_J11,NP_045635.1,61,-,hypothetical protein BB_J11 (plasmid)
lp38,NC_001856.1,8877,9155,-,1194291,-,BB_J13,NP_045637.1,92,-,hypothetical protein BB_J13 (plasmid)
lp38,NC_001856.1,10518,11105,-,1194274,-,BB_J16,NP_045640.1,195,-,plasmid partition protein (plasmid)
lp38,NC_001856.1,11152,11889,-,1194275,-,BB_J17,NP_045641.1,245,-,PF-32 protein (plasmid)
lp38,NC_001856.1,11862,12452,-,1194276,-,BB_J18,NP_045642.1,196,-,PF-32 protein (plasmid)
lp38,NC_001856.1,12445,13440,-,1194277,-,BB_J19,NP_045643.1,331,-,hypothetical protein BB_J19 (plasmid)
lp38,NC_001856.1,13577,13738,+,11473581,-,BB_J0056,YP_004940639.1,53,-,hypothetical protein BB_J0056 (plasmid)
lp38,NC_001856.1,15220,15375,+,11473579,-,BB_J0058,YP_004940640.1,51,-,hypothetical protein BB_J0058 (plasmid)
lp38,NC_001856.1,16520,17329,+,1194310,-,BB_J23,NP_045647.2,269,-,hypothetical protein BB_J23 (plasmid)
lp38,NC_001856.1,17388,18170,+,1194311,-,BB_J24,NP_045648.1,260,-,hypothetical protein BB_J24 (plasmid)
lp38,NC_001856.1,18214,19254,+,1194312,-,BB_J25,NP_045649.2,346,-,hypothetical protein BB_J25 (plasmid)
lp38,NC_001856.1,19313,20008,+,1194278,-,BB_J26,NP_045650.1,231,-,ABC transporter ATP-binding protein (plasmid)
lp38,NC_001856.1,20001,21230,+,1194313,-,BB_J27,NP_045651.2,409,-,efflux ABC transporter permease (plasmid)
lp38,NC_001856.1,21223,21948,+,1194293,-,BB_J28,NP_045652.2,241,-,hypothetical protein BB_J28 (plasmid)
lp38,NC_001856.1,22043,23008,+,1194294,-,BB_J29,NP_045653.2,321,-,hypothetical protein BB_J29 (plasmid)
lp38,NC_001856.1,23366,24088,+,1194296,-,BB_J31,NP_045655.1,240,-,hypothetical protein BB_J31 (plasmid)
lp38,NC_001856.1,25337,26407,-,1194299,-,BB_J34,NP_045658.1,356,-,lipoprotein (plasmid)
lp38,NC_001856.1,26995,28053,-,1194301,-,BB_J36,NP_045660.1,352,-,lipoprotein (plasmid)
lp38,NC_001856.1,28278,28433,-,1194302,-,BB_J37,NP_045661.2,51,-,hypothetical protein BB_J37 (plasmid)
lp38,NC_001856.1,29905,30771,-,1194279,-,BB_J41,NP_045665.1,288,-,antigen P35 (plasmid)
lp38,NC_001856.1,30942,31133,-,1194315,-,BB_J42,NP_045666.1,63,-,hypothetical protein BB_J42 (plasmid)
lp38,NC_001856.1,31220,32140,+,1194316,-,BB_J43,NP_045667.1,306,-,hypothetical protein BB_J43 (plasmid)
lp38,NC_001856.1,32498,33220,+,1194318,-,BB_J45,NP_045669.1,240,-,lipoprotein (plasmid)
lp38,NC_001856.1,34372,34668,-,1194319,-,BB_J46,NP_045670.1,98,-,hypothetical protein BB_J46 (plasmid)
lp38,NC_001856.1,34905,35591,-,1194320,-,BB_J47,NP_045671.1,228,-,hypothetical protein BB_J47 (plasmid)
lp38,NC_001856.1,35634,36248,-,1194321,-,BB_J48,NP_045672.2,204,-,hypothetical protein BB_J48 (plasmid)
lp54,NC_001857.2,1461,1970,+,1194324,-,BB_A03,NP_045676.1,169,-,outer membrane protein (plasmid)
lp54,NC_001857.2,2045,2893,-,1194325,-,BB_A04,NP_045677.1,282,-,S2 antigen (plasmid)
lp54,NC_001857.2,3003,4256,-,1194326,-,BB_A05,NP_045678.1,417,-,S1 antigen (plasmid)
lp54,NC_001857.2,4667,5140,-,1194327,-,BB_A07,NP_045680.2,157,-,ChpAI protein (plasmid)
lp54,NC_001857.2,5314,5649,+,1194328,-,BB_A08,NP_045681.1,111,-,hypothetical protein BB_A08 (plasmid)
lp54,NC_001857.2,5646,6518,+,1194329,-,BB_A09,NP_045682.1,290,-,hypothetical protein BB_A09 (plasmid)
lp54,NC_001857.2,6521,7147,+,1194330,-,BB_A10,NP_045683.1,208,-,hypothetical protein BB_A10 (plasmid)
lp54,NC_001857.2,7209,8243,+,1194331,-,BB_A11,NP_045684.1,344,-,hypothetical protein BB_A11 (plasmid)
lp54,NC_001857.2,8266,8445,+,1194332,-,BB_A12,NP_045685.1,59,-,BlyA family holin (plasmid)
lp54,NC_001857.2,8442,8867,+,1194333,-,BB_A13,NP_045686.1,141,-,hypothetical protein BB_A13 (plasmid)
lp54,NC_001857.2,9457,10278,+,1194357,ospA,BB_A15,NP_045688.1,273,-,outer surface protein A (plasmid)
lp54,NC_001857.2,10288,11178,+,1194340,ospB,BB_A16,NP_045689.2,296,-,outer surface protein B (plasmid)
lp54,NC_001857.2,12995,13579,+,1194343,-,BB_A19,NP_045692.1,194,-,hypothetical protein BB_A19 (plasmid)
lp54,NC_001857.2,13555,14307,+,1194344,-,BB_A20,NP_045693.1,250,-,PF-32 protein (plasmid)
lp54,NC_001857.2,14338,14883,+,1194345,-,BB_A21,NP_045694.1,181,-,PF-49 protein (plasmid)
lp54,NC_001857.2,15370,15801,+,1194346,-,BB_A23,NP_045696.2,143,-,hypothetical protein BB_A23 (plasmid)
lp54,NC_001857.2,16001,16576,-,1194347,dbpA,BB_A24,NP_045697.1,191,-,decorin-binding protein A (plasmid)
lp54,NC_001857.2,16696,17259,-,1194341,dbpB,BB_A25,NP_045698.1,187,-,decorin-binding protein B (plasmid)
lp54,NC_001857.2,18128,18721,+,1194393,-,BB_A30,NP_045703.1,197,-,hypothetical protein BB_A30 (plasmid)
lp54,NC_001857.2,18725,20077,+,1194358,-,BB_A31,NP_045704.1,450,-,pbsx family phage terminase (plasmid)
lp54,NC_001857.2,20718,20912,+,1194390,-,BB_A32,NP_045705.1,64,-,hypothetical protein BB_A32 (plasmid)
lp54,NC_001857.2,21087,21626,+,1194394,-,BB_A33,NP_045706.1,179,-,lipoprotein (plasmid)
lp54,NC_001857.2,21684,23273,-,1194359,-,BB_A34,NP_045707.1,529,-,"extracellular solute-binding protein, family 5 (plasmid)"
lp54,NC_001857.2,23777,24415,+,1194360,-,BB_A36,NP_045709.2,212,-,lipoprotein (plasmid)
lp54,NC_001857.2,24498,25103,+,1194396,-,BB_A37,NP_045710.1,201,-,hypothetical protein BB_A37 (plasmid)
lp54,NC_001857.2,25468,26694,+,1194397,-,BB_A38,NP_045711.2,408,-,phage portal protein (plasmid)
lp54,NC_001857.2,27390,27998,+,1194373,-,BB_A40,NP_045713.1,202,-,hypothetical protein BB_A40 (plasmid)
lp54,NC_001857.2,28014,28931,+,1194348,-,BB_A41,NP_045714.1,305,-,hypothetical protein BB_A41 (plasmid)
lp54,NC_001857.2,28935,29387,+,1194349,-,BB_A42,NP_045715.1,150,-,hypothetical protein BB_A42 (plasmid)
lp54,NC_001857.2,29384,29758,+,1194350,-,BB_A43,NP_045716.1,124,-,hypothetical protein BB_A43 (plasmid)
lp54,NC_001857.2,30094,30633,+,1194351,-,BB_A45,NP_045718.1,179,-,hypothetical protein BB_A45 (plasmid)
lp54,NC_001857.2,30710,31780,+,1194375,-,BB_A46,NP_045719.1,356,-,hypothetical protein BB_A46 (plasmid)
lp54,NC_001857.2,31780,32202,+,1194376,-,BB_A47,NP_045720.1,140,-,hypothetical protein BB_A47 (plasmid)
